Time (s),People Count
7.724137931034483,3
7.724137931034483,3
8.275862068965518,2
8.275862068965518,2
8.275862068965518,2
8.275862068965518,2
8.275862068965518,4
8.275862068965518,3
8.275862068965518,3
8.275862068965518,4
8.275862068965518,3
8.275862068965518,3
8.275862068965518,4
8.275862068965518,3
8.275862068965518,3
8.275862068965518,4
8.275862068965518,3
8.275862068965518,3
8.827586206896552,3
8.827586206896552,4
8.827586206896552,4
8.827586206896552,3
8.827586206896552,3
8.827586206896552,3
8.827586206896552,2
8.827586206896552,2
8.827586206896552,2
8.827586206896552,2
8.827586206896552,2
8.827586206896552,2
8.827586206896552,3
8.827586206896552,3
8.827586206896552,2
8.827586206896552,4
9.379310344827585,4
9.379310344827585,4
9.379310344827585,4
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.379310344827585,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,2
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
9.931034482758621,3
10.482758620689655,3
10.482758620689655,2
10.482758620689655,2
10.482758620689655,4
10.482758620689655,3
10.482758620689655,2
10.482758620689655,2
10.482758620689655,1
10.482758620689655,1
10.482758620689655,1
10.482758620689655,1
10.482758620689655,1
10.482758620689655,2
10.482758620689655,0
10.482758620689655,0
10.482758620689655,3
11.03448275862069,2
11.03448275862069,2
11.03448275862069,3
11.03448275862069,3
11.03448275862069,3
11.03448275862069,3
11.03448275862069,4
11.03448275862069,3
11.03448275862069,4
11.03448275862069,4
11.03448275862069,4
11.03448275862069,4
11.03448275862069,4
11.03448275862069,4
11.03448275862069,2
11.03448275862069,2
11.586206896551724,3
11.586206896551724,2
11.586206896551724,4
11.586206896551724,3
11.586206896551724,5
11.586206896551724,4
11.586206896551724,3
11.586206896551724,3
11.586206896551724,3
11.586206896551724,4
11.586206896551724,4
11.586206896551724,3
11.586206896551724,4
11.586206896551724,4
11.586206896551724,4
11.586206896551724,3
12.137931034482758,4
12.137931034482758,3
12.137931034482758,2
12.137931034482758,2
12.137931034482758,1
12.137931034482758,1
12.137931034482758,4
12.137931034482758,2
12.137931034482758,3
12.137931034482758,3
12.137931034482758,3
12.137931034482758,3
12.137931034482758,3
12.137931034482758,3
12.137931034482758,3
12.137931034482758,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,2
12.689655172413794,2
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
12.689655172413794,3
13.241379310344827,3
13.241379310344827,3
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.241379310344827,4
13.793103448275861,4
13.793103448275861,4
13.793103448275861,4
13.793103448275861,5
13.793103448275861,5
13.793103448275861,4
13.793103448275861,3
13.793103448275861,3
13.793103448275861,3
13.793103448275861,3
13.793103448275861,3
13.793103448275861,4
13.793103448275861,4
13.793103448275861,4
13.793103448275861,4
13.793103448275861,3
14.344827586206897,4
14.344827586206897,4
14.344827586206897,4
14.344827586206897,5
14.344827586206897,3
14.344827586206897,3
14.344827586206897,3
14.344827586206897,3
14.344827586206897,3
14.344827586206897,3
14.344827586206897,3
14.344827586206897,4
14.344827586206897,4
14.344827586206897,3
14.344827586206897,4
14.344827586206897,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,3
14.89655172413793,3
14.89655172413793,3
14.89655172413793,3
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,4
14.89655172413793,3
15.448275862068966,3
15.448275862068966,2
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
15.448275862068966,3
16.0,3
16.0,3
16.0,3
16.0,3
16.0,4
16.0,2
16.0,2
16.0,2
16.0,3
16.0,3
16.0,2
16.0,2
16.0,2
16.0,2
16.0,2
16.0,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
16.551724137931036,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.103448275862068,2
17.655172413793103,2
17.655172413793103,2
17.655172413793103,2
17.655172413793103,2
17.655172413793103,2
17.655172413793103,2
17.655172413793103,3
17.655172413793103,3
17.655172413793103,4
17.655172413793103,4
17.655172413793103,3
17.655172413793103,3
17.655172413793103,3
17.655172413793103,3
17.655172413793103,3
17.655172413793103,2
18.20689655172414,2
18.20689655172414,2
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,4
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.20689655172414,3
18.75862068965517,4
18.75862068965517,4
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,2
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
18.75862068965517,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,3
19.310344827586206,2
19.310344827586206,2
19.310344827586206,3
19.310344827586206,2
19.310344827586206,2
19.310344827586206,4
19.310344827586206,3
19.310344827586206,3
19.862068965517242,4
19.862068965517242,4
19.862068965517242,4
19.862068965517242,2
19.862068965517242,5
19.862068965517242,3
19.862068965517242,3
19.862068965517242,4
19.862068965517242,4
19.862068965517242,3
19.862068965517242,4
19.862068965517242,4
19.862068965517242,3
19.862068965517242,5
19.862068965517242,3
19.862068965517242,3
20.413793103448278,3
20.413793103448278,3
20.413793103448278,3
20.413793103448278,3
20.413793103448278,3
20.413793103448278,3
20.413793103448278,3
20.413793103448278,2
20.413793103448278,1
20.413793103448278,1
20.413793103448278,1
20.413793103448278,1
20.413793103448278,1
20.413793103448278,1
20.413793103448278,1
20.413793103448278,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
20.96551724137931,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
21.517241379310345,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.06896551724138,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
22.620689655172413,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.17241379310345,1
23.724137931034484,3
23.724137931034484,3
23.724137931034484,2
23.724137931034484,1
23.724137931034484,1
23.724137931034484,1
23.724137931034484,1
23.724137931034484,1
23.724137931034484,1
23.724137931034484,2
23.724137931034484,2
23.724137931034484,2
23.724137931034484,2
23.724137931034484,2
23.724137931034484,2
23.724137931034484,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,1
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.275862068965516,2
24.82758620689655,2
24.82758620689655,2
24.82758620689655,2
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,1
24.82758620689655,2
24.82758620689655,2
24.82758620689655,2
24.82758620689655,2
25.379310344827587,1
25.379310344827587,2
25.379310344827587,2
25.379310344827587,2
25.379310344827587,2
25.379310344827587,2
25.379310344827587,3
25.379310344827587,1
25.379310344827587,1
25.379310344827587,1
25.379310344827587,0
25.379310344827587,0
25.379310344827587,2
25.379310344827587,2
25.379310344827587,2
25.379310344827587,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,2
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
25.93103448275862,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,1
26.482758620689655,2
26.482758620689655,2
26.482758620689655,2
26.482758620689655,2
26.482758620689655,1
26.482758620689655,1
27.03448275862069,1
27.03448275862069,2
27.03448275862069,2
27.03448275862069,2
27.03448275862069,2
27.03448275862069,2
27.03448275862069,1
27.03448275862069,1
27.03448275862069,1
27.03448275862069,0
27.03448275862069,1
27.03448275862069,1
27.03448275862069,2
27.03448275862069,1
27.03448275862069,2
27.03448275862069,1
27.586206896551722,0
27.586206896551722,1
27.586206896551722,1
27.586206896551722,1
27.586206896551722,4
27.586206896551722,3
27.586206896551722,4
27.586206896551722,4
27.586206896551722,3
27.586206896551722,3
27.586206896551722,3
27.586206896551722,3
27.586206896551722,3
27.586206896551722,3
27.586206896551722,3
27.586206896551722,3
28.137931034482758,3
28.137931034482758,4
28.137931034482758,2
28.137931034482758,3
28.137931034482758,4
28.137931034482758,2
28.137931034482758,2
28.137931034482758,2
28.137931034482758,2
28.137931034482758,3
28.137931034482758,3
28.137931034482758,3
28.137931034482758,3
28.137931034482758,3
28.137931034482758,3
28.137931034482758,3
28.689655172413794,2
28.689655172413794,3
28.689655172413794,3
28.689655172413794,3
28.689655172413794,2
28.689655172413794,4
28.689655172413794,4
28.689655172413794,4
28.689655172413794,5
28.689655172413794,4
28.689655172413794,5
28.689655172413794,5
28.689655172413794,5
28.689655172413794,6
28.689655172413794,4
28.689655172413794,4
29.24137931034483,5
29.24137931034483,5
29.24137931034483,4
29.24137931034483,4
29.24137931034483,2
29.24137931034483,4
29.24137931034483,4
29.24137931034483,5
29.24137931034483,4
29.24137931034483,5
29.24137931034483,4
29.24137931034483,3
29.24137931034483,4
29.24137931034483,3
29.24137931034483,3
29.24137931034483,4
29.79310344827586,4
29.79310344827586,3
29.79310344827586,4
29.79310344827586,4
29.79310344827586,3
29.79310344827586,3
29.79310344827586,3
29.79310344827586,5
29.79310344827586,4
29.79310344827586,3
29.79310344827586,3
29.79310344827586,3
29.79310344827586,1
29.79310344827586,1
29.79310344827586,1
29.79310344827586,4
30.344827586206897,4
30.344827586206897,3
30.344827586206897,6
30.344827586206897,5
30.344827586206897,4
30.344827586206897,2
30.344827586206897,1
30.344827586206897,1
30.344827586206897,3
30.344827586206897,3
30.344827586206897,3
30.344827586206897,6
30.344827586206897,1
30.344827586206897,1
30.344827586206897,3
30.344827586206897,2
30.896551724137932,2
30.896551724137932,1
30.896551724137932,2
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
30.896551724137932,1
31.448275862068964,1
31.448275862068964,1
31.448275862068964,1
31.448275862068964,0
31.448275862068964,0
31.448275862068964,0
31.448275862068964,0
31.448275862068964,0
31.448275862068964,0
31.448275862068964,0
31.448275862068964,1
31.448275862068964,1
31.448275862068964,1
31.448275862068964,1
31.448275862068964,1
31.448275862068964,0
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
31.82758620689655,1
